model_id,pipeline_name,directory
bosonai/higgs-audio-v2-tokenizer,feature-extraction,bosonai__higgs-audio-v2-tokenizer
google/siglip-large-patch16-384,zero-shot-image-classification,siglip-large-patch16-384
onnx-community/punctuate-all-ONNX,token-classification,punctuate-all-ONNX
pfnet/plamo-embedding-1b,sentence-similarity,plamo-embedding-1b
argmaxinc/parakeetkit-litert-pro,automatic-speech-recognition,parakeetkit-litert-pro
leireher/BookGenrePredictionDBERT,text-classification,BookGenrePredictionDBERT
cnmoro/nomic-embed-text-v2-moe-distilled-high-quality,feature-extraction,nomic-embed-text-v2-moe-distilled-high-quality
zeroentropy/zerank-2-reranker,text-ranking,zerank-2-reranker
sentence-transformers/allenai-specter,sentence-similarity,allenai-specter
cl-nagoya/ruri-v3-70m,sentence-similarity,ruri-v3-70m
Xenova/ms-marco-MiniLM-L-6-v2,text-classification,ms-marco-MiniLM-L-6-v2
Helsinki-NLP/opus-mt-en-nl,translation,opus-mt-en-nl
Snowflake/snowflake-arctic-embed-l,sentence-similarity,snowflake-arctic-embed-l
bosonai/hubert_base,feature-extraction,hubert_base
cross-encoder/stsb-TinyBERT-L4,text-ranking,stsb-TinyBERT-L4
ramadita/indo-islamic-sentence-bert-v2,sentence-similarity,indo-islamic-sentence-bert-v2
google/siglip2-large-patch16-384,zero-shot-image-classification,siglip2-large-patch16-384
jonatasgrosman/wav2vec2-large-xlsr-53-spanish,automatic-speech-recognition,wav2vec2-large-xlsr-53-spanish
litagin/anime-whisper,automatic-speech-recognition,anime-whisper
sentence-transformers/msmarco-distilbert-cos-v5,sentence-similarity,msmarco-distilbert-cos-v5
audeering/wav2vec2-large-robust-6-ft-age-gender,audio-classification,wav2vec2-large-robust-6-ft-age-gender
timm/mobilenetv3_small_050.lamb_in1k,image-classification,mobilenetv3_small_050.lamb_in1k
cross-encoder/qnli-electra-base,text-ranking,qnli-electra-base
urchade/gliner_small-v2.1,token-classification,gliner_small-v2.1
optimum-intel-internal-testing/bge-small-en-v1.5,feature-extraction,optimum-intel-internal-testing__bge-small-en-v1_5
ragavsachdeva/magi,image-feature-extraction,magi
OpenMed/OpenMed-ZeroShot-NER-Pathology-Small-166M,token-classification,OpenMed-ZeroShot-NER-Pathology-Small-166M
timm/convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_320,image-classification,convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_320
zer0int/CLIP-GmP-ViT-L-14,zero-shot-image-classification,CLIP-GmP-ViT-L-14
tue-mps/coco_panoptic_eomt_large_640,image-segmentation,coco_panoptic_eomt_large_640
timm/resnet50_clip.openai,zero-shot-image-classification,resnet50_clip.openai
cl-nagoya/ruri-v3-130m,sentence-similarity,ruri-v3-130m
mixedbread-ai/mxbai-edge-colbert-v0-17m,sentence-similarity,mxbai-edge-colbert-v0-17m
google/tapas-large-finetuned-wtq,table-question-answering,tapas-large-finetuned-wtq
timm/swinv2_tiny_window16_256.ms_in1k,image-classification,swinv2_tiny_window16_256.ms_in1k
mlx-community/whisper-small-mlx,automatic-speech-recognition,whisper-small-mlx
timm/repvgg_a2.rvgg_in1k,image-classification,repvgg_a2.rvgg_in1k
Xenova/bge-m3,feature-extraction,Xenova__bge-m3
Helsinki-NLP/opus-mt-ja-en,translation,opus-mt-ja-en
bytedance-research/LVFace,image-feature-extraction,LVFace
smp-hub/mit_b1.imagenet,image-classification,mit_b1.imagenet
openai/whisper-small.en,automatic-speech-recognition,whisper-small.en
OpenMed/OpenMed-ZeroShot-NER-Pathology-Large-459M,token-classification,OpenMed-ZeroShot-NER-Pathology-Large-459M
OpenMed/OpenMed-ZeroShot-NER-Species-Small-166M,token-classification,OpenMed-ZeroShot-NER-Species-Small-166M
smp-hub/efficientnet-b1.imagenet,image-classification,efficientnet-b1.imagenet
optimum/t5-small,translation,optimum__t5-small
google/deplot,visual-question-answering,deplot
timm/inception_v3.tf_adv_in1k,image-classification,inception_v3.tf_adv_in1k
Hexmon/vyra-yolo-ppe-detection,object-detection,vyra-yolo-ppe-detection
timm/regnetx_002.pycls_in1k,image-classification,regnetx_002.pycls_in1k
facebook/wav2vec2-large-960h,automatic-speech-recognition,wav2vec2-large-960h
carlosdanielhernandezmena/wav2vec2-large-xlsr-53-faroese-100h,automatic-speech-recognition,wav2vec2-large-xlsr-53-faroese-100h
mrm8488/bert-tiny-finetuned-sms-spam-detection,text-classification,bert-tiny-finetuned-sms-spam-detection
imageomics/bioclip-2.5-vith14,zero-shot-image-classification,bioclip-2.5-vith14
onnx-community/depth-anything-v2-small,depth-estimation,depth-anything-v2-small
naver-clova-ix/donut-base-finetuned-docvqa,document-question-answering,donut-base-finetuned-docvqa
timm/dm_nfnet_f0.dm_in1k,image-classification,dm_nfnet_f0.dm_in1k
shunk031/aesthetics-predictor-v2-sac-logos-ava1-l14-linearMSE,image-feature-extraction,aesthetics-predictor-v2-sac-logos-ava1-l14-linearMSE
nvidia/stt_ar_fastconformer_hybrid_large_pcd_v1.0,automatic-speech-recognition,stt_ar_fastconformer_hybrid_large_pcd_v1.0
hfl/chinese-roberta-wwm-ext-large,fill-mask,chinese-roberta-wwm-ext-large
intfloat/e5-base-unsupervised,sentence-similarity,e5-base-unsupervised
ckiplab/bert-base-chinese-pos,token-classification,bert-base-chinese-pos
lvwerra/distilbert-imdb,text-classification,distilbert-imdb
timm/ViT-SO400M-14-SigLIP,zero-shot-image-classification,ViT-SO400M-14-SigLIP
philschmid/distilbert-onnx,question-answering,distilbert-onnx
embaas/sentence-transformers-multilingual-e5-base,sentence-similarity,sentence-transformers-multilingual-e5-base
51la5/roberta-large-NER,token-classification,roberta-large-NER
google/siglip-large-patch16-256,zero-shot-image-classification,siglip-large-patch16-256
AITeamVN/Vietnamese_Embedding,sentence-similarity,Vietnamese_Embedding
OpenMed/OpenMed-ZeroShot-NER-Pathology-Medium-209M,token-classification,OpenMed-ZeroShot-NER-Pathology-Medium-209M
OpenMed/OpenMed-ZeroShot-NER-BloodCancer-Large-459M,token-classification,OpenMed-ZeroShot-NER-BloodCancer-Large-459M
tohoku-nlp/bert-base-japanese-char,fill-mask,bert-base-japanese-char
NeuML/pubmedbert-base-splade,sentence-similarity,pubmedbert-base-splade
peft-internal-testing/tiny-random-DebertaV2Model,feature-extraction,tiny-random-DebertaV2Model
fastino/gliner2-privacy-filter-PII-multi,token-classification,gliner2-privacy-filter-PII-multi
google-bert/bert-large-cased-whole-word-masking-finetuned-squad,question-answering,bert-large-cased-whole-word-masking-finetuned-squad
peft-internal-testing/tiny-random-DebertaModel,feature-extraction,tiny-random-DebertaModel
OpenMed/OpenMed-ZeroShot-NER-Oncology-Base-220M,token-classification,OpenMed-ZeroShot-NER-Oncology-Base-220M
OpenMed/OpenMed-ZeroShot-NER-Genomic-Small-166M,token-classification,OpenMed-ZeroShot-NER-Genomic-Small-166M
optimum-intel-internal-testing/tiny-random-deberta,feature-extraction,tiny-random-deberta
timm/vit_base_patch16_siglip_256.v2_webli,image-feature-extraction,vit_base_patch16_siglip_256.v2_webli
google/siglip-base-patch16-256,zero-shot-image-classification,siglip-base-patch16-256
optimum-intel-internal-testing/trocr-small-handwritten,image-to-text,optimum-intel-internal-testing__trocr-small-handwritten
bioptimus/H-optimus-1,image-feature-extraction,H-optimus-1
timm/resnet50.tv_in1k,image-classification,resnet50.tv_in1k
sentence-transformers/quora-distilbert-multilingual,sentence-similarity,quora-distilbert-multilingual
timm/nfnet_l0.ra2_in1k,image-classification,nfnet_l0.ra2_in1k
timm/ViT-B-16-SigLIP2-512,zero-shot-image-classification,ViT-B-16-SigLIP2-512
OpenMed/OpenMed-ZeroShot-NER-Chemical-Tiny-60M,token-classification,OpenMed-ZeroShot-NER-Chemical-Tiny-60M
timm/vit_base_patch16_224.augreg_in21k_ft_in1k,image-classification,vit_base_patch16_224.augreg_in21k_ft_in1k
KoichiYasuoka/bert-base-thai-upos,token-classification,bert-base-thai-upos
wisdomik/QuiltNet-B-32,zero-shot-image-classification,QuiltNet-B-32
CAMeL-Lab/bert-base-arabic-camelbert-mix-ner,token-classification,bert-base-arabic-camelbert-mix-ner
OpenMed/OpenMed-ZeroShot-NER-Protein-Multi-209M,token-classification,OpenMed-ZeroShot-NER-Protein-Multi-209M
istupakov/parakeet-tdt-0.6b-v3-onnx,automatic-speech-recognition,parakeet-tdt-0.6b-v3-onnx
rinna/japanese-clip-vit-b-16,feature-extraction,japanese-clip-vit-b-16
dima806/english_accents_classification,audio-classification,english_accents_classification
cardiffnlp/twitter-roberta-base-irony,text-classification,twitter-roberta-base-irony
bhadresh-savani/distilbert-base-uncased-emotion,text-classification,distilbert-base-uncased-emotion
openai/whisper-large,automatic-speech-recognition,whisper-large
timm/vit_huge_plus_patch16_dinov3_qkvb.lvd1689m,image-feature-extraction,vit_huge_plus_patch16_dinov3_qkvb.lvd1689m
depth-anything/DA3MONO-LARGE,depth-estimation,DA3MONO-LARGE
LiheYoung/depth-anything-small-hf,depth-estimation,depth-anything-small-hf
MERaLiON/MERaLiON-3-10B,automatic-speech-recognition,MERaLiON-3-10B
BM-K/KoSimCSE-roberta-multitask,feature-extraction,KoSimCSE-roberta-multitask
Helsinki-NLP/opus-mt-pl-en,translation,opus-mt-pl-en
GenerTeam/GENERanno-eukaryote-1.2b-cds-annotator-preview,token-classification,GENERanno-eukaryote-1.2b-cds-annotator-preview
dima806/multiple_accent_classification,audio-classification,multiple_accent_classification
TencentGameMate/chinese-hubert-large,feature-extraction,chinese-hubert-large
anonauthors/stanford_cars-ConvNeXt-base,image-classification,stanford_cars-ConvNeXt-base
PM-AI/bi-encoder_msmarco_bert-base_german,sentence-similarity,bi-encoder_msmarco_bert-base_german
blaze999/Medical-NER,token-classification,Medical-NER
OpenMed/OpenMed-ZeroShot-NER-Pharma-Tiny-60M,token-classification,OpenMed-ZeroShot-NER-Pharma-Tiny-60M
timm/vit_so400m_patch16_siglip_512.v2_webli,image-feature-extraction,vit_so400m_patch16_siglip_512.v2_webli
GuardrailsAI/prompt-saturation-attack-detector,text-classification,prompt-saturation-attack-detector
sdadas/polish-reranker-large-ranknet,text-ranking,polish-reranker-large-ranknet
facebook/convnextv2-atto-1k-224,image-classification,convnextv2-atto-1k-224
d4data/bias-detection-model,text-classification,bias-detection-model
timm/eva02_large_patch14_448.mim_m38m_ft_in22k,image-classification,eva02_large_patch14_448.mim_m38m_ft_in22k
OpenMed/OpenMed-ZeroShot-NER-Protein-XLarge-770M,token-classification,OpenMed-ZeroShot-NER-Protein-XLarge-770M
s-nlp/roberta-base-formality-ranker,text-classification,roberta-base-formality-ranker
deepset/minilm-uncased-squad2,question-answering,minilm-uncased-squad2
Modotte/AIRealNet,image-classification,AIRealNet
openai/whisper-base.en,automatic-speech-recognition,openai__whisper-base_en
timm/ViT-B-16-SigLIP2,zero-shot-image-classification,ViT-B-16-SigLIP2
nasa-impact/nasa-smd-ibm-st-v2,sentence-similarity,nasa-smd-ibm-st-v2
timm/resnet34d.ra2_in1k,image-classification,resnet34d.ra2_in1k
OpenMed/OpenMed-ZeroShot-NER-Genome-Small-166M,token-classification,OpenMed-ZeroShot-NER-Genome-Small-166M
optimum-intel-internal-testing/sew-d-tiny-100k-ft-ls100h,automatic-speech-recognition,sew-d-tiny-100k-ft-ls100h
urchade/gliner_medium-v2.1,token-classification,gliner_medium-v2.1
FluidInference/silero-vad-coreml,voice-activity-detection,silero-vad-coreml
imageomics/bioclip,zero-shot-image-classification,bioclip
impira/layoutlm-document-qa,document-question-answering,layoutlm-document-qa
brain-bzh/reve-base,image-feature-extraction,reve-base
facebook/mask2former-swin-base-coco-panoptic,image-segmentation,mask2former-swin-base-coco-panoptic
trl-internal-testing/tiny-BartModel,feature-extraction,tiny-BartModel
basel/ATTACK-BERT,sentence-similarity,ATTACK-BERT
huggingface/CodeBERTa-small-v1,fill-mask,CodeBERTa-small-v1
DeepChem/ChemBERTa-100M-MLM,fill-mask,ChemBERTa-100M-MLM
Helsinki-NLP/opus-mt-en-sla,translation,opus-mt-en-sla
onnx-community/gte-multilingual-base,image-feature-extraction,onnx-community__gte-multilingual-base
FreakingPotato/RNAElectra,feature-extraction,RNAElectra
nreimers/BERT-Tiny_L-2_H-128_A-2,feature-extraction,BERT-Tiny_L-2_H-128_A-2
KBLab/bert-base-swedish-cased-alpha,fill-mask,bert-base-swedish-cased-alpha
OpenMed/OpenMed-ZeroShot-NER-Oncology-Large-459M,token-classification,OpenMed-ZeroShot-NER-Oncology-Large-459M
wajidlinux99/gibberish-text-detector,text-classification,gibberish-text-detector
Elron/bleurt-tiny-512,text-classification,bleurt-tiny-512
OpenMed/OpenMed-ZeroShot-NER-Species-Base-220M,token-classification,OpenMed-ZeroShot-NER-Species-Base-220M
facebook/dinov3-convnext-tiny-pretrain-lvd1689m,image-feature-extraction,dinov3-convnext-tiny-pretrain-lvd1689m
mirth/chonky_distilbert_base_uncased_1,token-classification,chonky_distilbert_base_uncased_1
textattack/bert-base-uncased-MNLI,text-classification,bert-base-uncased-MNLI
nvidia/mit-b3,image-classification,mit-b3
cointegrated/rubert-tiny-sentiment-balanced,text-classification,rubert-tiny-sentiment-balanced
timm/vit_large_patch16_224.mae,image-feature-extraction,vit_large_patch16_224.mae
maymuni/bert-base-turkish-cased-emotion-analysis,text-classification,bert-base-turkish-cased-emotion-analysis
sentence-transformers-testing/stsb-bert-tiny-openvino,sentence-similarity,stsb-bert-tiny-openvino
timm/efficientnetv2_rw_s.ra2_in1k,image-classification,efficientnetv2_rw_s.ra2_in1k
opensearch-project/opensearch-neural-sparse-encoding-v2-distill,feature-extraction,opensearch-neural-sparse-encoding-v2-distill
abdur197/fine-tuned-column-mapper,sentence-similarity,fine-tuned-column-mapper
Xenova/bert-base-NER,token-classification,Xenova__bert-base-NER
valhalla/distilbart-mnli-12-3,zero-shot-classification,distilbart-mnli-12-3
UniversalCEFR/ModernBERT-base-cefr-all-classifier,text-classification,ModernBERT-base-cefr-all-classifier
finiteautomata/beto-sentiment-analysis,text-classification,beto-sentiment-analysis
OpenMed/OpenMed-ZeroShot-NER-Genomic-Tiny-60M,token-classification,OpenMed-ZeroShot-NER-Genomic-Tiny-60M
facebook/mask2former-swin-small-coco-instance,image-segmentation,mask2former-swin-small-coco-instance
firdhokk/speech-emotion-recognition-with-openai-whisper-large-v3,audio-classification,speech-emotion-recognition-with-openai-whisper-large-v3
TimKond/S-PubMedBert-MedQuAD,sentence-similarity,S-PubMedBert-MedQuAD
laion/larger_clap_music_and_speech,feature-extraction,larger_clap_music_and_speech
prithivMLmods/Deep-Fake-Detector-v2-Model,image-classification,Deep-Fake-Detector-v2-Model
sentence-transformers/distiluse-base-multilingual-cased,sentence-similarity,distiluse-base-multilingual-cased
umm-maybe/AI-image-detector,image-classification,AI-image-detector
google/vit-large-patch16-384,image-classification,vit-large-patch16-384
timm/densenet161.tv_in1k,image-classification,densenet161.tv_in1k
OpenMed/OpenMed-ZeroShot-NER-Organism-Large-459M,token-classification,OpenMed-ZeroShot-NER-Organism-Large-459M
cross-encoder/quora-roberta-base,text-ranking,quora-roberta-base
bond005/whisper-large-v3-ru-podlodka,automatic-speech-recognition,whisper-large-v3-ru-podlodka
hcaeryks/bert-crf-harem,token-classification,bert-crf-harem
Xenova/bge-reranker-base,text-ranking,Xenova__bge-reranker-base
dangvantuan/sentence-camembert-large,sentence-similarity,sentence-camembert-large
cross-encoder/quora-distilroberta-base,text-ranking,quora-distilroberta-base
facebook/xlm-roberta-xl,fill-mask,xlm-roberta-xl
microsoft/rad-dino-maira-2,image-feature-extraction,rad-dino-maira-2
tencent/Hy-MT2-1.8B,translation,Hy-MT2-1.8B
sentence-transformers/gtr-t5-large,sentence-similarity,gtr-t5-large
OpenMed/OpenMed-ZeroShot-NER-Chemical-Large-459M,token-classification,OpenMed-ZeroShot-NER-Chemical-Large-459M
DeepChem/ChemBERTa-10M-MLM,fill-mask,ChemBERTa-10M-MLM
sentence-transformers/distilbert-base-nli-stsb-mean-tokens,sentence-similarity,distilbert-base-nli-stsb-mean-tokens
WebOrganizer/TopicClassifier,text-classification,TopicClassifier
facebook/sam2.1-hiera-tiny,mask-generation,sam2.1-hiera-tiny
s2593817/sft-sql-embedding,sentence-similarity,sft-sql-embedding
facebook/deit-base-patch16-224,image-classification,deit-base-patch16-224
facebook/sam2-hiera-tiny,mask-generation,sam2-hiera-tiny
FremyCompany/BioLORD-2023-C,sentence-similarity,BioLORD-2023-C
dima806/facial_emotions_image_detection,image-classification,facial_emotions_image_detection
ai4bharat/IndicNER,token-classification,IndicNER
timm/convnext_pico.d1_in1k,image-classification,convnext_pico.d1_in1k
oliverguhr/fullstop-punctuation-multilingual-sonar-base,token-classification,fullstop-punctuation-multilingual-sonar-base
FM4CS/THOR-1.0-base,image-feature-extraction,THOR-1.0-base
argmaxinc/whisperkit-pro,automatic-speech-recognition,whisperkit-pro
unslothai/colabpro,feature-extraction,colabpro
OpenMed/OpenMed-ZeroShot-NER-Pharma-XLarge-770M,token-classification,OpenMed-ZeroShot-NER-Pharma-XLarge-770M
timm/resnet34.ra4_e3600_r224_in1k,image-classification,resnet34.ra4_e3600_r224_in1k
PramaLLC/BEN2,image-segmentation,BEN2
nvidia/diar_streaming_sortformer_4spk-v2,automatic-speech-recognition,diar_streaming_sortformer_4spk-v2
deepset/deberta-v3-large-squad2,question-answering,deberta-v3-large-squad2
WinKawaks/vit-tiny-patch16-224,image-classification,vit-tiny-patch16-224
fxmarty/resnet-tiny-beans,image-classification,resnet-tiny-beans
l3cube-pune/indic-sentence-similarity-sbert,sentence-similarity,indic-sentence-similarity-sbert
laion/CLIP-ViT-L-14-CommonPool.XL-s13B-b90K,zero-shot-image-classification,CLIP-ViT-L-14-CommonPool.XL-s13B-b90K
optimum-intel-internal-testing/all-MiniLM-L6-v2,sentence-similarity,all-MiniLM-L6-v2
facebook/dinov2-base-imagenet1k-1-layer,image-classification,dinov2-base-imagenet1k-1-layer
Setur/BRAGD,token-classification,BRAGD
openmmlab-community/mm_grounding_dino_large_all,zero-shot-object-detection,mm_grounding_dino_large_all
finiteautomata/bertweet-base-emotion-analysis,text-classification,bertweet-base-emotion-analysis
smp-hub/mit_b3.imagenet,image-classification,mit_b3.imagenet
timm/swin_small_patch4_window7_224.ms_in22k_ft_in1k,image-classification,swin_small_patch4_window7_224.ms_in22k_ft_in1k
Xenova/gte-small,feature-extraction,Xenova__gte-small
nielsr/layoutlmv3-finetuned-funsd,token-classification,layoutlmv3-finetuned-funsd
poltextlab/xlm-roberta-large-pooled-sentiment-v3,text-classification,xlm-roberta-large-pooled-sentiment-v3
timm/resnet50.ram_in1k,image-classification,resnet50.ram_in1k
timm/efficientnetv2_rw_m.agc_in1k,image-classification,efficientnetv2_rw_m.agc_in1k
strangerguardhf/nsfw-image-detection,image-classification,nsfw-image-detection
datasocietyco/bge-base-en-v1.5-course-recommender-v5,sentence-similarity,bge-base-en-v1.5-course-recommender-v5
CAMeL-Lab/bert-base-arabic-camelbert-mix,fill-mask,bert-base-arabic-camelbert-mix
shyngys879/kazakh-whisper-large-v3-turbo,automatic-speech-recognition,kazakh-whisper-large-v3-turbo
PaddlePaddle/en_PP-OCRv4_mobile_rec,image-to-text,en_PP-OCRv4_mobile_rec
timm/convnext_tiny.fb_in22k,image-classification,convnext_tiny.fb_in22k
Xenova/toxic-bert,text-classification,Xenova__toxic-bert
Xenova/whisper-base,automatic-speech-recognition,Xenova__whisper-base
WebOrganizer/FormatClassifier,text-classification,FormatClassifier
ZhengPeng7/BiRefNet_lite,image-segmentation,BiRefNet_lite
jxm/cde-small-v2,image-feature-extraction,cde-small-v2
OpenMed/OpenMed-ZeroShot-NER-Genomic-Large-459M,token-classification,OpenMed-ZeroShot-NER-Genomic-Large-459M
nvidia/C-RADIOv4-SO400M,image-feature-extraction,C-RADIOv4-SO400M
naver/splade-cocondenser-selfdistil,feature-extraction,splade-cocondenser-selfdistil
cahya/bert-base-indonesian-1.5G,fill-mask,bert-base-indonesian-1.5G
optimum-intel-internal-testing/all-mpnet-base-v2,sentence-similarity,optimum-intel-internal-testing__all-mpnet-base-v2
laion/CLIP-ViT-B-32-DataComp.XL-s13B-b90K,zero-shot-image-classification,CLIP-ViT-B-32-DataComp.XL-s13B-b90K
laion/CLIP-ViT-g-14-laion2B-s34B-b88K,zero-shot-image-classification,CLIP-ViT-g-14-laion2B-s34B-b88K
OpenMed/OpenMed-PII-SuperClinical-Small-44M-v1,token-classification,OpenMed-PII-SuperClinical-Small-44M-v1
timm/resnet101.a1h_in1k,image-classification,resnet101.a1h_in1k
worstchan/EAT-base_epoch30_finetune_AS2M,image-feature-extraction,EAT-base_epoch30_finetune_AS2M
Voicelab/herbert-base-cased-sentiment,text-classification,herbert-base-cased-sentiment
OpenMed/OpenMed-ZeroShot-NER-DNA-Large-459M,token-classification,OpenMed-ZeroShot-NER-DNA-Large-459M
sbintuitions/modernbert-ja-130m,fill-mask,modernbert-ja-130m
timm/tf_efficientnetv2_m.in21k_ft_in1k,image-classification,tf_efficientnetv2_m.in21k_ft_in1k
timm/tf_efficientnetv2_b0.in1k,image-classification,tf_efficientnetv2_b0.in1k
onnx-community/bge-reranker-base-ONNX,text-classification,bge-reranker-base-ONNX
MoritzLaurer/roberta-base-zeroshot-v2.0-c,zero-shot-classification,roberta-base-zeroshot-v2.0-c
hw2942/bert-base-chinese-finetuning-financial-news-sentiment-v2,text-classification,bert-base-chinese-finetuning-financial-news-sentiment-v2
timm/swinv2_base_window8_256.ms_in1k,image-classification,swinv2_base_window8_256.ms_in1k
jinaai/jina-embeddings-v5-omni-nano,feature-extraction,jina-embeddings-v5-omni-nano
marieke93/MiniLM-evidence-types,text-classification,MiniLM-evidence-types
urchade/gliner_large-v2.1,token-classification,gliner_large-v2.1
nvidia/C-RADIOv4-H,image-feature-extraction,C-RADIOv4-H
microsoft/rad-dino,image-feature-extraction,rad-dino
jinaai/jina-embeddings-v2-base-zh,feature-extraction,jina-embeddings-v2-base-zh
sentence-transformers/sentence-t5-large,sentence-similarity,sentence-t5-large
hfl/chinese-macbert-large,fill-mask,chinese-macbert-large
indolem/indobertweet-base-uncased,fill-mask,indobertweet-base-uncased
timm/mobilenetv4_hybrid_medium.e200_r256_in12k,image-classification,mobilenetv4_hybrid_medium.e200_r256_in12k
timm/vit_base_patch16_384.augreg_in21k_ft_in1k,image-classification,vit_base_patch16_384.augreg_in21k_ft_in1k
nvidia/NV-Embed-v2,image-feature-extraction,NV-Embed-v2
OpenMed/OpenMed-ZeroShot-NER-DNA-XLarge-770M,token-classification,OpenMed-ZeroShot-NER-DNA-XLarge-770M
StephanAkkerman/FinTwitBERT-sentiment,text-classification,FinTwitBERT-sentiment
microsoft/codebert-base-mlm,fill-mask,codebert-base-mlm
JaesungHuh/voice-gender-classifier,audio-classification,voice-gender-classifier
PIA-SPACE-LAB/dinov3-vitl-pretrain-lvd1689m,image-feature-extraction,dinov3-vitl-pretrain-lvd1689m
timm/PE-Core-T-16-384,zero-shot-image-classification,PE-Core-T-16-384
OpenMed/OpenMed-ZeroShot-NER-Organism-Tiny-60M,token-classification,OpenMed-ZeroShot-NER-Organism-Tiny-60M
hotchpotch/japanese-reranker-xsmall-v2,text-ranking,japanese-reranker-xsmall-v2
Jzuluaga/accent-id-commonaccent_ecapa,audio-classification,accent-id-commonaccent_ecapa
echarlaix/distilbert-base-uncased-finetuned-sst-2-english-openvino,text-classification,distilbert-base-uncased-finetuned-sst-2-english-openvino
onnx-community/whisper-tiny,automatic-speech-recognition,onnx-community__whisper-tiny
sagorsarker/bangla-bert-base,fill-mask,bangla-bert-base
tencent/Hy-MT2-7B,translation,Hy-MT2-7B
VAGOsolutions/SauerkrautLM-Multi-Reason-ModernColBERT,sentence-similarity,SauerkrautLM-Multi-Reason-ModernColBERT
timm/efficientnet_b5.sw_in12k_ft_in1k,image-classification,efficientnet_b5.sw_in12k_ft_in1k
OpenMed/OpenMed-ZeroShot-NER-Genome-Base-220M,token-classification,OpenMed-ZeroShot-NER-Genome-Base-220M
ta012/SSLAM_AS2M_Finetuned,image-feature-extraction,SSLAM_AS2M_Finetuned
dbmdz/bert-base-cased-finetuned-conll03-english,token-classification,bert-base-cased-finetuned-conll03-english
google-bert/bert-base-cased-finetuned-mrpc,fill-mask,bert-base-cased-finetuned-mrpc
Xenova/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7,zero-shot-classification,Xenova__mDeBERTa-v3-base-xnli-multilingual-nli-2mil7
timm/vit_base_patch16_siglip_512.v2_webli,image-feature-extraction,vit_base_patch16_siglip_512.v2_webli
kakaobank/kf-deberta-base,fill-mask,kf-deberta-base
facebook/dinov3-vits16plus-pretrain-lvd1689m,image-feature-extraction,dinov3-vits16plus-pretrain-lvd1689m
DeepMount00/Italian_NER_XXL_v2,token-classification,Italian_NER_XXL_v2
facebook/mask2former-swin-small-ade-semantic,image-segmentation,mask2former-swin-small-ade-semantic
Systran/faster-whisper-medium.en,automatic-speech-recognition,faster-whisper-medium.en
SamLowe/roberta-base-go_emotions-onnx,text-classification,roberta-base-go_emotions-onnx
medicalai/ClinicalBERT,fill-mask,ClinicalBERT
OpenMed/OpenMed-ZeroShot-NER-Disease-Base-220M,token-classification,OpenMed-ZeroShot-NER-Disease-Base-220M
mixedbread-ai/mxbai-embed-xsmall-v1,feature-extraction,mxbai-embed-xsmall-v1
line-corporation/clip-japanese-base,feature-extraction,clip-japanese-base
flair/ner-english-ontonotes-fast,token-classification,ner-english-ontonotes-fast
EmergentMethods/gliner_medium_news-v2.1,token-classification,gliner_medium_news-v2.1
cnicu/t5-small-booksum,summarization,t5-small-booksum
OpenMed/OpenMed-ZeroShot-NER-Protein-Large-459M,token-classification,OpenMed-ZeroShot-NER-Protein-Large-459M
Helsinki-NLP/opus-mt-sv-en,translation,opus-mt-sv-en
ZhengPeng7/BiRefNet_HR,image-segmentation,BiRefNet_HR
NbAiLab/nb-sbert-base,sentence-similarity,nb-sbert-base
indonesian-nlp/wav2vec2-large-xlsr-indonesian,automatic-speech-recognition,wav2vec2-large-xlsr-indonesian
jjzha/escoxlmr_skill_extraction,token-classification,escoxlmr_skill_extraction
OpenMed/OpenMed-ZeroShot-NER-Anatomy-XLarge-770M,token-classification,OpenMed-ZeroShot-NER-Anatomy-XLarge-770M
OpenMed/OpenMed-ZeroShot-NER-Pharma-Multi-209M,token-classification,OpenMed-ZeroShot-NER-Pharma-Multi-209M
depth-anything/DA3-GIANT-1.1,depth-estimation,DA3-GIANT-1.1
keremberke/yolov5m-license-plate,object-detection,yolov5m-license-plate
microsoft/swin-tiny-patch4-window7-224,image-classification,swin-tiny-patch4-window7-224
facebook/detr-resnet-50-panoptic,image-segmentation,detr-resnet-50-panoptic
OpenMed/OpenMed-ZeroShot-NER-Genome-Tiny-60M,token-classification,OpenMed-ZeroShot-NER-Genome-Tiny-60M
flair/ner-german,token-classification,ner-german
Marqo/marqo-fashionCLIP,zero-shot-image-classification,marqo-fashionCLIP
timm/eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,image-classification,eva02_base_patch14_448.mim_in22k_ft_in22k_in1k
shibing624/text2vec-base-chinese-sentence,sentence-similarity,text2vec-base-chinese-sentence
dragonkue/bge-reranker-v2-m3-ko,text-ranking,bge-reranker-v2-m3-ko
mdhugol/indonesia-bert-sentiment-classification,text-classification,indonesia-bert-sentiment-classification
lytang/MiniCheck-Flan-T5-Large,text-classification,MiniCheck-Flan-T5-Large
OpenMed/OpenMed-ZeroShot-NER-Pharma-Medium-209M,token-classification,OpenMed-ZeroShot-NER-Pharma-Medium-209M
timm/resnext50_32x4d.a1h_in1k,image-classification,resnext50_32x4d.a1h_in1k
